Q101	Q102	HAGE	Q103	Q106	Q107	Q108	Q109	Q201	Q202	Q203	Q204	Q205	Q205_98_OTHER	Q205B	Q205C	Q206	Q207	Q207_98_OTHER	Q207B	Q207C	Q208	Q209	Q209A	HGROUP	Q301_1	Q301B	Q302_1	Q302_2	Q302_3	Q302_4	Q302_5	Q302_6	Q302_7	Q302_8	Q302_9	Q302_10	Q302_11	Q303	Q304	Q305	Q305DK_99	HQ305	Q401_3	Q401_2	Q401_1	Q401DK_98	Q402	Q403N_1	Q403N_2	Q403N_3	Q403N_4	Q403N_5	Q403N_6	Q403N_7	Q404	Q405	Q406	Q406A	Q407	Q601	Q602_1	Q602_2	Q602_3	Q602_4	Q602_5	Q602_6	Q602_7	Q602_8	Q602_9	Q602_10	Q602_11	Q602_12	Q602_13	Q1106B1	Q1106B2_1	Q1106B2_2	Q1106B2_3	Q1106B2_4	Q1106B2_5	Q1106B2_6	Q1106B2_7	Q1106B2_8	HQ700_1	HQ700_2	HQ700_3	HQ700_4	HQ700_5	HQ700_6	HQ700_7	HQ700_8	HXNEW1_10	HXNEW1_20	HXNEW1_30	HXNEW1_40	HXNEW2_10	HXNEW2_20	HXNEW2_30	HXNEW2_40	HXNEWORDER_1	HXNEWORDER_2	Q701X1A	Q701X1	Q703X1	Q704X1	Q701X2A	Q701X2	Q703X2	Q704X2	Q701X3A	Q701X3	Q703X3	Q704X3	Q701X4A	Q701X4	Q703X4	Q704X4	Q701X5	Q703X5	Q704X5	Q701X6A	Q701X6	Q703X6	Q704X6	Q701X7A	Q701X7	Q703X7	Q704X7	Q701X8	Q703X8	Q704X8	HQ700ORDER_1	HQ700ORDER_2	Q1101	Q1101_98_OTHER	Q1102	Q1103	Q1104	Q1105	Q1106	Q1107	Q1101F	Q1102F	Q1103F	Q1104F	Q1105F	Q1106F	HXADITIONALTIME_1	HXADITIONALTIME_2	HXADITIONALTIME_3	HXADITIONALTIME_4	HXADITIONALTIME_5	HXADITIONALTIME_6	HXADITIONALTIME_7	HXADITIONALTIME_8	HFROMTIME_1	HTOTIME_1	HTOTIME_2	HTOTIME_3	HTOTIME_4	HTOTIME_5	HTOTIME_6	HTOTIME_7	HTOTIME_8	LOIM	HXNEW1_5	HXNEW2_5	HXNEW1_50	HXNEW1_60	HXNEW2_50	HXNEW2_60	BIDS	ORIGSVYLANG	CENSUSRGN	ID
2	1984	2	1	8	2	1	3	7	 	2	 	2	 	2	89	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	1	1	0	0	0	0	0	1	1	0	0	2	2	180	0	 	4	8	2	0	2	 	 	 	 	 	 	 	4	2	1	1	2	70	6	4	10	10	8	7	5	7	9	8	7	7	5	8	 	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	30	30	 	 	 	 	2	1	1	3	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 	 	 	 	 	 	1	2	3	1	9	5	 	30	30	 	 	 	 	 	30	 	60	60	 	 	 	 	 	17.43	0	0	0	0	0	0	1	0	3	3412
2	1957	5	1	4	2	1	5	7	 	2	 	99	 	 	 	 	1	 	2	92	2	1	1	8A:hgroup=8 and died in NH	5	4	0	0	0	0	0	0	1	0	0	0	0	5	2	10	0	 	 	2	 	0	2	 	 	 	 	 	 	 	3	4	2	 	2	40	3	7	6	6	5	6	5	3	5	4	4	4	6	5	 	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	30	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	3	1	2	3	1	7	8	 	 	 	 	 	 	 	 	1	2	0	 	2	5	 	 	 	 	 	 	30	20	30	 	 	 	 	 	 	60	50	9.54	0	0	0	0	0	0	1	0	9	3413
2	1949	6	1	3	2	3	2	7	 	2	 	98	mother in law	2	83	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	4	1	0	1	0	0	1	1	0	0	0	0	4	2	7	0	 	 	6	0	0	1	1	1	0	0	0	1	0	1	2	1	2	2	75	7	9	8	7	8	8	9	9	8	9	9	9	9	2	 	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	50	40	2	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	3	 	 	 	 	 	 	 	1	6	 	 	 	 	 	 	 	 	1	2	0	 	2	5	50	 	 	 	 	40	 	 	30	80	 	 	 	 	70	 	 	13.98	0	0	1	0	0	0	1	0	9	3414
2	1988	2	1	3	2	2	2	7	 	2	 	2	 	2	70	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	0	0	0	0	0	0	0	1	0	0	0	5	2	15	0	 	5	 	 	0	2	 	 	 	 	 	 	 	3	4	2	 	1	85	7	7	8	7	9	10	9	8	9	8	9	9	10	8	 	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	50	20	2	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	5	 	 	 	 	 	 	 	1	6	 	 	 	 	 	 	 	 	2	29	1	3	1	4	50	 	 	 	 	20	 	 	30	80	 	 	 	 	50	 	 	12.42	0	0	1	0	0	0	1	0	2	3415
1	1987	2	1	4	2	1	1	7	 	2	 	2	 	2	80	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	2	0	0	0	1	0	0	0	0	0	0	0	1	2	30	0	 	3	 	 	0	2	 	 	 	 	 	 	 	3	4	3	 	1	100	9	10	9	10	8	8	10	10	9	9	10	10	9	8	 	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	20	40	 	 	 	 	2	1	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	5	 	 	 	7	2	 	 	 	 	 	 	 	 	2	2	0	 	1	5	 	40	 	 	 	 	20	 	30	 	70	 	 	 	 	50	 	22.73	0	0	0	0	0	0	1	0	6	3416
2	1991	2	1	8	2	1	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	0	0	0	1	0	0	0	0	0	0	0	7	2	25	0	 	 	1	1	0	2	 	 	 	 	 	 	 	3	5	2	 	1	95	10	10	9	8	9	8	10	9	8	9	9	9	9	5	 	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	40	10	 	 	 	 	 	 	 	 	1	2	1	4	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	5	3	3	 	2	2	2	1	5	5	 	 	 	 	 	 	 	 	10	 	40	 	 	 	30	 	 	40	 	70	 	 	 	21.65	0	0	0	0	0	0	1	0	9	3417
1	1995	1	1	5	1	2	3	7	 	2	 	2	 	2	84	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	1	0	0	0	0	0	0	0	0	0	0	6	3	25	0	 	 	 	2	0	2	 	 	 	 	 	 	 	4	3	2	 	1	65	3	4	7	6	7	8	6	4	7	5	7	5	6	2	 	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	50	30	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	3	 	 	 	 	 	 	 	 	 	 	 	2	1	3	4	8	 	 	 	 	 	 	 	 	1	3	1	17	2	4	 	 	 	50	 	 	 	30	30	 	 	 	80	 	 	 	60	5.18	0	0	1	0	0	0	1	0	9	3418
1	1991	2	1	2	1	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	0	1	0	1	0	0	0	0	0	0	2	2	50	0	 	 	 	 	1	1	0	1	0	1	0	0	0	5	1	1	2	1	95	9	8	7	10	9	10	9	10	10	10	8	8	9	2	 	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	30	50	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	1	1	5	 	 	 	 	 	 	 	 	 	 	 	5	3	3	 	2	2	4	2	5	4	 	 	 	 	 	 	 	 	50	 	30	 	 	 	30	 	 	80	 	60	 	 	 	13.17	0	0	0	0	1	0	1	0	5	3419
2	1962	5	1	3	2	1	1	7	 	2	 	98	Friend	2	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	4	0	0	0	0	0	1	0	0	0	0	0	7	2	5	0	 	1	2	 	0	2	 	 	 	 	 	 	 	2	4	2	 	2	80	8	10	10	10	10	10	10	10	10	10	10	10	10	5	 	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	40	10	2	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	1	5	 	 	 	1	7	 	 	 	 	 	 	 	 	1	3	0	 	9	5	40	 	 	 	 	 	10	 	30	70	 	 	 	 	 	40	 	13.22	0	0	0	0	0	0	1	0	2	3420
1	1989	2	1	4	2	1	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	0	0	0	0	0	1	0	0	1	0	2	1	25	0	 	3	2	1	0	1	1	1	0	1	0	0	0	4	4	1	1	1	90	8	8	8	9	7	10	8	9	7	9	8	10	9	5	 	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	5	10	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	1	1	5	4	8	1	 	2	1	1	1	5	3	 	 	 	 	 	 	 	 	 	5	 	 	 	10	30	 	 	 	35	 	 	 	40	7.18	1	0	0	0	0	0	1	0	9	3421
2	1993	1	1	5	1	1	3	7	 	2	 	98	Great aunt	2	78	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	1	0	0	0	0	0	0	0	0	0	0	2	2	2	0	 	1	 	 	0	2	 	 	 	 	 	 	 	5	2	1	1	2	60	10	7	10	10	10	8	10	7	10	10	10	10	10	5	 	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	30	50	 	 	 	 	2	2	1	5	 	 	 	 	 	 	 	 	 	 	 	2	1	1	5	 	 	 	 	 	 	 	2	6	 	 	 	 	 	 	 	 	1	2	2	2	9	5	 	30	 	 	 	50	 	 	30	 	60	 	 	 	80	 	 	19.98	0	0	0	0	1	0	1	0	7	3422
2	1954	5	1	6	2	1	6	7	 	2	 	98	Mother inlaw	2	93	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	1	0	0	0	0	0	0	0	0	2	2	10	0	 	 	9	 	0	2	 	 	 	 	 	 	 	1	2	1	2	1	80	5	9	7	8	8	8	8	8	8	9	8	8	8	6	 	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	60	10	 	 	 	 	2	2	2	5	 	 	 	 	 	 	 	 	2	2	2	 	 	 	 	 	 	 	 	 	 	 	2	5	 	 	 	 	 	 	 	 	1	2	0	 	6	5	 	60	 	 	10	 	 	 	30	 	90	 	 	40	 	 	 	26.83	0	0	0	1	0	0	1	0	9	3423
2	1955	5	1	6	2	1	3	7	 	2	 	98	Mother-in-law	2	89	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	5	0	0	1	0	0	0	0	0	0	1	1	3	2	3	0	 	 	4	 	0	2	 	 	 	 	 	 	 	1	1	1	1	1	90	8	10	10	9	10	10	9	10	9	10	8	9	10	4	 	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	40	5	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	5	 	 	 	1	2	2	5	 	 	 	 	 	 	 	6	4	 	 	 	 	 	 	 	 	1	2	0	 	6	5	 	 	 	5	 	40	 	 	30	 	 	 	35	 	70	 	 	13.38	0	1	0	0	0	0	1	0	2	3424
2	1961	5	1	3	2	1	1	7	 	2	 	4	 	1	58	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	0	0	0	0	0	1	0	0	0	0	5	2	20	0	 	14	2	3	0	2	 	 	 	 	 	 	 	2	3	2	 	1	70	1	7	7	6	7	7	7	7	7	5	6	7	6	5	 	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	60	2	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	8	1	 	 	 	 	 	 	 	 	2	2	0	 	5	4	60	 	 	 	 	 	 	10	30	90	 	 	 	 	 	 	40	16.9	0	0	0	0	0	1	1	0	9	3425
2	1962	5	1	8	2	1	5	7	 	2	 	1	 	2	78	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	0	0	0	1	0	0	0	0	0	1	2	210	0	 	3	2	 	0	2	 	 	 	 	 	 	 	3	2	1	2	2	40	6	5	4	5	6	4	4	4	5	4	4	5	5	6	 	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	50	30	 	 	 	 	1	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	1	5	 	 	 	2	7	 	 	 	 	 	 	 	 	1	2	0	 	4	3	 	50	 	 	 	 	30	 	30	 	80	 	 	 	 	60	 	12.57	0	0	1	0	0	0	1	0	9	3426
2	1983	2	1	4	1	99	2	7	 	2	 	98	friend from church	2	76	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	1	0	0	1	0	1	0	0	0	1	3	2	55	0	 	 	5	 	0	2	 	 	 	 	 	 	 	3	4	2	 	1	65	8	8	8	8	8	8	8	8	8	9	8	9	8	2	 	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	5	10	 	 	 	 	 	 	 	 	1	1	1	4	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	5	3	 	 	 	 	 	 	 	 	6	2	2	3	9	5	 	 	10	 	5	 	 	 	30	 	 	40	 	35	 	 	 	20.88	1	0	0	0	0	0	1	0	9	3427
1	1985	2	1	8	2	1	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	0	0	0	0	0	0	0	0	0	0	1	1	15	0	 	3	2	1	0	1	1	0	0	0	0	0	0	4	5	1	2	1	95	9	10	10	10	10	9	9	9	10	9	10	9	9	2	 	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	40	60	1	1	1	5	 	 	 	 	 	 	 	 	1	2	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	1	 	3	0	 	2	5	3	 	 	 	 	 	 	40	 	 	60	 	 	 	 	30	70	 	 	90	 	 	 	 	55.05	0	0	0	0	0	1	1	0	3	3428
2	1969	4	1	3	2	1	2	7	 	2	 	99	 	 	 	 	1	 	2	67	2	1	1	8A:hgroup=8 and died in NH	3	4	0	0	0	1	0	0	0	0	0	0	1	4	2	45	0	 	 	8	1	0	2	 	 	 	 	 	 	 	2	4	2	 	1	80	4	9	9	9	8	5	9	9	9	7	9	6	9	5	 	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	60	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	5	1	 	1	5	 	 	 	7	6	 	 	 	 	 	 	 	 	6	2	0	 	4	5	 	 	 	 	 	20	60	 	30	 	 	 	 	 	50	90	 	15.96	0	0	0	1	0	0	1	0	6	3429
2	1996	1	1	5	2	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	4	 	0	0	1	0	0	0	0	1	0	0	0	3	2	20	0	 	2	1	3	0	1	0	1	0	1	1	0	0	4	3	1	2	2	70	5	6	4	10	5	7	7	7	4	5	6	8	5	3	 	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	50	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	3	2	2	1	2	8	7	1	 	2	1	17	1	4	5	 	 	 	 	 	 	 	 	 	 	 	 	10	50	30	 	 	 	 	 	 	40	80	12.89	0	0	1	0	0	0	1	0	7	3430
2	1950	6	1	5	2	6	3	7	 	2	 	99	 	 	 	 	1	 	2	87	2	1	1	8A:hgroup=8 and died in NH	1	3	1	1	0	0	0	0	1	1	0	0	0	2	2	1080	0	 	5	7	3	0	2	 	 	 	 	 	 	 	1	1	1	2	2	50	6	10	7	9	7	7	8	7	7	7	8	8	8	2	 	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	5	2	2	2	4	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	2	0	 	5	5	5	 	 	50	 	 	 	 	30	35	 	 	80	 	 	 	 	14.06	0	1	1	0	0	0	1	0	2	3431
1	1985	2	1	6	2	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	0	1	0	0	0	1	0	0	0	0	2	1	30	0	 	5	7	4	0	1	0	0	0	0	0	1	0	5	5	2	 	1	80	9	9	7	7	8	10	8	10	9	7	6	8	10	3	 	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	30	40	 	 	 	 	 	 	 	 	1	2	1	4	 	 	 	 	1	1	5	 	 	 	 	 	 	 	 	 	 	 	3	5	1	 	4	2	4	1	5	4	 	 	 	 	 	 	 	 	30	 	40	 	 	 	30	 	 	60	 	70	 	 	 	13.01	0	0	0	0	0	0	1	0	5	3432
2	1989	2	1	3	2	2	3	7	 	2	 	1	 	2	55	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	0	0	0	0	0	0	0	0	1	0	3	4	30	 	3	5	1	1	0	1	0	0	0	0	1	0	0	1	4	2	 	2	80	6	8	7	7	6	7	8	8	8	9	7	7	8	8	 	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	60	30	 	 	 	 	1	1	2	4	2	1	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	 	 	 	 	 	 	 	 	2	2	2	13	4	4	 	60	30	 	 	 	 	 	30	 	90	60	 	 	 	 	 	15.77	0	0	0	1	0	0	1	0	7	3433
2	1996	1	1	3	2	1	2	7	 	2	 	2	 	2	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	3	1	0	0	0	0	0	0	0	0	0	0	1	2	20	0	 	4	 	 	0	2	 	 	 	 	 	 	 	5	3	1	2	2	75	7	10	7	5	10	10	8	9	10	10	10	10	9	8	 	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	40	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	3	 	 	 	 	2	1	2	8	6	 	 	 	 	 	 	 	 	4	2	0	 	4	5	 	 	 	 	 	20	 	40	30	 	 	 	 	 	50	 	70	17.6	0	0	0	0	0	0	1	0	3	3434
2	1962	5	1	4	2	1	2	7	 	2	 	1	 	1	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	0	0	0	0	0	0	0	0	1	0	6	2	10	0	 	1	10	2	0	2	 	 	 	 	 	 	 	3	3	2	 	2	80	9	8	10	10	9	9	8	8	7	10	10	9	7	6	 	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	50	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	4	 	 	 	 	1	1	5	6	8	 	 	 	 	 	 	 	 	1	2	0	 	7	4	 	 	 	 	 	50	 	20	30	 	 	 	 	 	80	 	50	12	0	0	1	0	0	0	1	0	7	3435
2	1989	2	1	6	1	1	4	7	 	2	 	2	 	2	84	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	1	4	0	0	0	1	0	0	0	0	0	0	0	4	2	55	0	 	 	 	3	0	2	 	 	 	 	 	 	 	4	5	2	 	1	70	6	6	7	8	7	7	7	7	7	9	7	8	7	5	 	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	1	2	1	4	2	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	 	 	 	 	 	 	 	 	2	2	1	1	1	3	 	40	30	 	 	 	 	 	30	 	70	60	 	 	 	 	 	18.34	0	0	0	0	0	0	1	0	9	3436
2	1950	6	1	3	2	1	1	7	 	2	 	99	 	 	 	 	98	Aunt	2	104	2	1	1	8A:hgroup=8 and died in NH	1	2	0	0	0	0	0	0	1	0	0	0	0	2	2	25	0	 	15	5	2	0	1	0	0	0	0	1	0	0	2	2	1	2	2	50	5	4	5	5	5	5	6	4	6	5	5	5	2	8	 	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	20	10	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	1	 	 	 	 	 	 	 	1	 	2	1	 	 	 	4	7	 	 	 	 	 	 	 	 	5	1	0	 	2	4	 	 	 	20	 	 	10	 	30	 	 	 	50	 	 	40	 	15.18	0	0	0	0	0	0	1	0	3	3437
1	1997	1	1	3	2	1	2	7	 	2	 	98	partial great grand mother	2	70	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	2	5	1	1	0	0	0	1	0	0	0	0	0	3	2	5	0	 	 	 	 	1	2	 	 	 	 	 	 	 	5	5	2	 	2	100	8	10	9	9	10	10	9	9	10	10	10	10	10	5	 	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	50	30	2	2	2	4	1	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	2	3	0	 	5	5	30	50	 	 	 	 	 	 	30	60	80	 	 	 	 	 	 	5.23	0	0	1	0	0	0	1	0	3	3438
2	1961	5	1	9	2	1	8	7	 	2	 	1	 	2	88	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	5	1	0	1	0	0	1	1	0	0	0	0	4	2	60	0	 	2	0	0	0	2	 	 	 	 	 	 	 	4	2	1	1	2	80	7	10	8	10	10	10	9	10	9	10	10	10	10	2	 	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	30	10	2	2	2	5	 	 	 	 	 	 	 	 	2	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	2	0	 	3	5	10	 	 	30	 	 	 	 	30	40	 	 	60	 	 	 	 	11.03	0	0	0	0	0	0	1	0	2	3439
2	1949	6	1	8	2	1	3	7	 	2	 	1	 	2	90	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	0	1	0	0	0	1	0	0	0	1	0	6	2	15	0	 	 	3	1	0	2	 	 	 	 	 	 	 	1	5	2	 	2	100	9	10	10	10	10	10	9	9	10	10	9	10	10	6	 	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	30	30	 	 	 	 	 	 	 	 	2	1	2	2	 	 	 	 	 	 	 	2	1	1	3	 	 	 	 	 	 	 	3	6	 	 	 	 	 	 	 	 	1	2	0	 	6	5	 	 	30	 	 	30	 	 	30	 	 	60	 	 	60	 	 	12.59	0	0	0	0	0	0	1	0	5	3440
2	1988	2	1	4	2	1	2	7	 	2	 	2	 	2	84	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	1	1	0	1	0	1	0	1	0	0	0	4	2	40	0	 	2	10	0	0	2	 	 	 	 	 	 	 	5	4	1	1	2	85	7	8	7	7	9	8	7	7	8	9	9	5	8	6	 	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	4	 	 	 	 	 	 	 	 	2	2	3	5	8	 	 	 	 	 	 	 	 	1	3	2	4	3	5	 	 	 	 	5	 	 	5	30	 	 	 	 	35	 	 	35	13.53	1	1	0	0	0	0	1	0	3	3441
2	1958	5	1	6	2	1	2	7	 	2	 	1	 	2	92	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	3	0	1	0	1	0	1	0	1	0	0	0	2	2	30	0	 	2	2	1	0	2	 	 	 	 	 	 	 	2	2	1	3	2	65	5	7	7	8	6	6	6	4	7	7	8	8	8	6	 	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	20	5	 	 	 	 	 	 	 	 	2	1	3	2	 	 	 	 	 	 	 	2	2	2	3	 	 	 	 	 	 	 	3	6	 	 	 	 	 	 	 	 	1	2	0	 	6	4	 	 	20	 	 	5	 	 	30	 	 	50	 	 	35	 	 	26.13	0	1	0	0	0	0	1	0	 	3442
2	1959	5	1	4	2	1	1	7	 	2	 	1	 	2	88	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	0	0	0	0	0	0	0	1	0	5	2	45	0	 	4	6	1	0	2	 	 	 	 	 	 	 	3	3	1	3	1	80	8	7	8	7	6	7	8	7	7	6	8	9	7	5	 	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	60	5	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	4	1	1	4	 	 	 	 	 	 	 	 	 	 	 	5	4	 	 	 	 	 	 	 	 	5	1	1	7	7	2	 	 	 	5	60	 	 	 	30	 	 	 	35	90	 	 	 	16.96	0	1	0	1	0	0	1	0	3	3443
1	1972	4	1	3	1	1	3	7	 	2	 	1	 	1	72	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	5	1	0	0	0	0	0	0	0	0	0	0	5	2	45	0	 	 	6	 	0	2	 	 	 	 	 	 	 	3	4	2	 	1	50	10	7	8	6	10	10	10	5	10	10	10	10	8	2	 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	20	10	1	2	3	5	1	1	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 	 	 	 	 	2	1	0	 	6	3	20	10	 	 	 	 	 	 	30	50	40	 	 	 	 	 	 	15.42	0	0	0	0	0	0	1	0	2	3444
2	1962	5	1	5	2	1	5	7	 	2	 	1	 	2	90	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	4	0	0	0	0	0	1	1	0	0	0	0	6	2	15	0	 	 	 	3	0	2	 	 	 	 	 	 	 	2	4	2	 	2	55	5	7	6	6	6	6	6	4	6	7	5	7	8	5	 	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	3	1	2	2	7	8	 	 	 	 	 	 	 	 	1	2	0	 	1	5	 	 	 	 	 	 	5	30	30	 	 	 	 	 	 	35	60	12.03	1	0	0	0	0	0	1	0	2	3445
